Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,76.45,Yes
No,30,No,No,Fiber optic,No,Yes,Month-to-month,Yes,101.5,No
No,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.55,Yes
Yes,4,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.7,Yes
Yes,72,Yes,Yes,DSL,Yes,No,Two year,Yes,70.65,No
Yes,67,Yes,No,Fiber optic,No,Yes,One year,Yes,94.35,Yes
Yes,54,Yes,No,DSL,Yes,Yes,Two year,No,69.95,No
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes
No,42,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,99.45,Yes
No,23,No,Yes,Fiber optic,Yes,No,Month-to-month,No,84.25,No
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,21.2,No
No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,No
Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.4,No
No,26,No,No,DSL,No,Yes,Month-to-month,Yes,66.05,No
No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.25,Yes
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,21.0,Yes
Yes,60,Yes,No,DSL,Yes,Yes,Two year,No,59.85,No
No,10,Yes,No,DSL,No,No,Month-to-month,No,29.75,No
No,25,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.2,No
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.7,No
No,44,No,No,Fiber optic,Yes,Yes,Month-to-month,No,104.15,No
No,22,Yes,No,Fiber optic,No,No,Month-to-month,Yes,100.75,Yes
Yes,30,No,No,DSL,Yes,Yes,One year,Yes,64.5,No
Yes,40,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.8,No
No,10,Yes,No,Fiber optic,No,No,Month-to-month,No,98.55,Yes
No,40,Yes,Yes,DSL,Yes,No,One year,Yes,42.35,Yes
No,43,Yes,Yes,DSL,No,Yes,Month-to-month,No,66.25,No
No,33,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,95.0,No
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,Yes
Yes,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.65,No
No,66,No,Yes,Fiber optic,No,No,One year,Yes,88.9,No
No,9,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.9,Yes
No,62,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.8,No
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.6,No
No,36,Yes,No,DSL,No,No,Two year,No,31.05,No
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,65.1,No
No,56,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.45,Yes
Yes,1,No,No,DSL,Yes,No,Month-to-month,No,50.45,Yes
No,37,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.9,Yes
No,51,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.45,No
Yes,48,Yes,Yes,DSL,Yes,No,Two year,Yes,70.1,No
No,31,Yes,No,DSL,Yes,Yes,Month-to-month,No,65.25,Yes
No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,70.35,No
Yes,63,Yes,Yes,DSL,Yes,No,Two year,No,83.5,No
No,60,Yes,No,Fiber optic,No,Yes,Two year,Yes,97.2,No
No,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,No
No,16,No,Yes,Fiber optic,No,No,Month-to-month,Yes,86.25,No
No,28,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.7,Yes
No,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.25,No
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,No
No,64,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.5,No
No,30,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No
Yes,23,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,88.45,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,23.55,No
No,56,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.65,Yes
No,12,No,No,DSL,No,Yes,Month-to-month,No,50.25,Yes
No,7,Yes,Yes,DSL,Yes,No,Month-to-month,No,61.4,No
No,68,Yes,No,DSL,No,Yes,One year,No,55.9,No
Yes,8,No,No,DSL,No,Yes,Month-to-month,Yes,68.55,No
No,33,Yes,No,Fiber optic,Yes,Yes,One year,Yes,103.75,Yes
No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,95.4,No
Yes,18,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,No
No,31,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.95,Yes
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,Yes
No,72,Yes,Yes,DSL,Yes,No,Two year,No,42.1,No
No,12,Yes,No,DSL,Yes,No,One year,No,78.85,No
No,63,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,108.75,No
No,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.95,No
No,33,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,59.45,No
No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.1,No
No,5,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.5,Yes
No,68,No,Yes,DSL,Yes,Yes,One year,Yes,60.65,No
No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,79.65,No
Yes,56,Yes,Yes,DSL,Yes,No,Two year,Yes,61.3,No
No,50,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.85,No
No,67,Yes,Yes,DSL,No,Yes,Two year,Yes,69.2,No
No,25,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.6,No
Yes,54,Yes,No,DSL,No,Yes,Two year,No,60.0,No
No,30,Yes,Yes,DSL,No,Yes,One year,No,70.4,No
Yes,1,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.2,No
Yes,60,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,79.05,No
No,14,No,Yes,Fiber optic,No,No,Month-to-month,Yes,78.95,Yes
Yes,56,No,No,Fiber optic,Yes,No,One year,Yes,99.8,No
No,27,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,89.2,No
Yes,60,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,103.75,No
Yes,36,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.2,No
No,54,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.55,Yes
No,1,No,No,DSL,No,No,Month-to-month,No,45.3,No
No,66,Yes,Yes,DSL,Yes,Yes,Two year,No,91.7,No
No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,77.35,No
No,66,No,Yes,Fiber optic,Yes,No,One year,No,104.6,No
Yes,39,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.45,No
No,37,No,No,DSL,No,No,Two year,No,35.8,No
No,51,No,No,Fiber optic,Yes,No,Month-to-month,Yes,97.8,Yes
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,85.5,No
Yes,29,No,Yes,DSL,Yes,No,Month-to-month,Yes,35.65,No
No,59,No,Yes,DSL,No,No,Month-to-month,Yes,41.05,Yes
No,6,Yes,Yes,DSL,No,No,Month-to-month,Yes,55.7,No
No,49,No,No,Fiber optic,Yes,Yes,Two year,No,100.65,No
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,No
No,50,No,No,DSL,Yes,Yes,Two year,No,69.5,No
Yes,56,Yes,Yes,DSL,No,Yes,One year,Yes,52.0,No
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,85.55,Yes
No,50,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.9,No
No,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,96.5,Yes
Yes,43,Yes,No,DSL,Yes,Yes,One year,Yes,60.4,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.2,No
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,No
Yes,66,No,No,DSL,Yes,Yes,Two year,No,54.65,No
No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,76.35,Yes
No,24,Yes,No,DSL,No,No,One year,Yes,50.6,No
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.8,No
No,30,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.1,Yes
No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,49.2,No
No,47,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,100.75,No
Yes,19,No,No,DSL,No,No,Month-to-month,No,50.1,No
No,2,Yes,No,Fiber optic,No,No,Month-to-month,No,90.75,No
No,58,Yes,No,DSL,No,Yes,One year,Yes,61.05,No
Yes,34,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.6,No
No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.6,No
Yes,68,Yes,Yes,DSL,Yes,Yes,One year,Yes,78.45,No
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.35,No
No,35,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,110.8,No
No,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.9,No
No,38,Yes,No,Fiber optic,No,No,Month-to-month,No,91.7,No
Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
Yes,60,Yes,Yes,Fiber optic,No,No,One year,No,94.15,No
No,57,No,No,Fiber optic,Yes,Yes,Two year,No,107.95,No
Yes,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,90.45,No
No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.5,Yes
No,18,Yes,No,Fiber optic,No,No,Month-to-month,No,74.8,No
Yes,18,No,No,Fiber optic,Yes,No,Month-to-month,No,95.15,Yes
No,15,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,96.5,No
Yes,3,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,80.0,No
No,60,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.15,No
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,No
Yes,6,No,Yes,DSL,Yes,No,Month-to-month,Yes,55.3,Yes
Yes,57,No,No,Fiber optic,No,No,Month-to-month,Yes,74.3,No
No,54,Yes,Yes,DSL,No,No,Two year,Yes,74.55,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.2,Yes
No,20,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.7,No
Yes,9,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No
No,23,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.0,Yes
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,75.4,No
No,37,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.5,No
Yes,18,No,No,DSL,No,No,Month-to-month,Yes,35.0,Yes
No,15,No,Yes,DSL,No,No,Two year,Yes,38.8,No
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.55,No
No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,No
No,30,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No
Yes,2,Yes,No,DSL,No,No,Month-to-month,No,56.7,Yes
Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.45,No
No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,No
No,66,No,No,Fiber optic,Yes,Yes,One year,Yes,102.85,No
No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,64.95,No
Yes,62,No,No,Fiber optic,Yes,Yes,Two year,Yes,104.05,No
Yes,66,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.55,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No
Yes,60,Yes,Yes,DSL,Yes,No,Two year,No,60.5,No
No,29,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No
No,59,No,No,DSL,No,No,Month-to-month,Yes,44.3,No
No,36,Yes,No,DSL,Yes,No,One year,No,35.35,No
No,2,No,Yes,Fiber optic,No,No,Month-to-month,Yes,82.0,Yes
Yes,68,No,Yes,Fiber optic,Yes,No,Two year,Yes,84.4,No
No,59,No,Yes,Fiber optic,No,No,Month-to-month,No,101.1,Yes
Yes,17,Yes,No,DSL,No,Yes,One year,Yes,62.1,No
No,43,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.4,Yes
No,3,No,No,DSL,No,No,Month-to-month,No,25.3,Yes
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.25,No
No,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No
Yes,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,No
No,55,Yes,Yes,DSL,Yes,No,Two year,No,58.6,No
Yes,38,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.6,No
Yes,39,No,No,DSL,Yes,Yes,One year,No,54.85,No
No,62,No,No,Fiber optic,Yes,Yes,Two year,Yes,107.6,No
Yes,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,64.5,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.15,No
Yes,34,Yes,Yes,Fiber optic,No,No,One year,Yes,103.8,No
Yes,22,Yes,No,DSL,Yes,Yes,One year,Yes,67.5,Yes
No,9,No,No,DSL,No,No,Month-to-month,Yes,24.95,No
Yes,13,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,72.8,No
No,61,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.55,Yes
Yes,58,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.55,No
No,54,Yes,No,DSL,No,Yes,Two year,No,45.2,No
No,56,No,No,DSL,No,No,Month-to-month,Yes,44.85,No
No,65,No,Yes,DSL,Yes,No,Two year,Yes,53.5,No
No,56,Yes,No,Fiber optic,No,No,One year,Yes,100.55,No
No,1,No,No,Fiber optic,No,No,Month-to-month,No,90.6,Yes
No,47,Yes,No,Fiber optic,No,No,Month-to-month,No,75.45,No
No,22,No,No,DSL,Yes,Yes,Two year,No,56.75,No
No,7,Yes,No,DSL,No,No,One year,Yes,59.1,No
No,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,98.7,Yes
No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.05,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
No,65,Yes,Yes,Fiber optic,No,Yes,One year,Yes,100.15,No
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,73.85,Yes
Yes,35,Yes,Yes,DSL,No,No,One year,No,55.6,No
No,22,Yes,No,DSL,No,Yes,Month-to-month,Yes,54.2,Yes
No,20,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.0,No
No,39,Yes,Yes,DSL,No,Yes,One year,No,41.15,No
No,3,No,No,DSL,No,No,Month-to-month,No,55.15,Yes
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.0,No
No,69,No,Yes,Fiber optic,No,Yes,One year,Yes,105.2,No
Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,No
Yes,3,Yes,Yes,Fiber optic,No,No,Month-to-month,No,89.85,No
No,2,No,Yes,Fiber optic,Yes,No,Month-to-month,No,79.7,Yes
Yes,66,Yes,Yes,DSL,No,Yes,Two year,No,65.7,No
No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,No
No,20,Yes,No,Fiber optic,No,No,Month-to-month,Yes,79.15,Yes
No,3,Yes,Yes,DSL,No,No,Month-to-month,No,55.35,Yes
No,6,No,No,Fiber optic,No,No,Month-to-month,No,89.3,Yes
No,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.15,No
No,28,No,No,Fiber optic,Yes,Yes,Month-to-month,No,91.0,No
No,67,Yes,Yes,DSL,No,Yes,One year,No,60.5,No
Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.2,No
Yes,72,Yes,No,DSL,Yes,Yes,Two year,Yes,80.8,No
Yes,0,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.25,No
No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,85.25,Yes
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.9,No
No,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,24.85,No
No,8,Yes,No,DSL,No,No,Month-to-month,No,29.35,No
No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.6,No
No,12,No,Yes,DSL,No,No,Month-to-month,Yes,49.4,No
Yes,42,No,No,DSL,Yes,Yes,One year,No,73.15,No
No,10,Yes,Yes,DSL,Yes,No,Month-to-month,No,40.7,No
No,34,No,Yes,Fiber optic,No,No,Month-to-month,No,88.85,No
No,11,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,No
Yes,57,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,No
Yes,37,Yes,No,DSL,Yes,Yes,Two year,Yes,62.8,No
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.05,No
Yes,29,No,Yes,DSL,Yes,No,Month-to-month,No,80.1,No
Yes,22,No,No,Fiber optic,No,No,Month-to-month,No,85.35,No
No,65,No,Yes,Fiber optic,Yes,No,Two year,No,105.1,No
No,9,No,No,DSL,No,No,Month-to-month,Yes,24.6,No
No,67,No,No,Fiber optic,No,No,Month-to-month,Yes,94.65,No
No,64,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,115.0,No
Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.15,No
No,42,Yes,Yes,DSL,Yes,Yes,One year,Yes,54.75,No
No,26,No,Yes,DSL,Yes,No,One year,Yes,56.05,No
No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,90.05,No
No,31,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,No
No,54,Yes,Yes,Fiber optic,No,No,One year,Yes,100.05,No
Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
Yes,62,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,105.5,No
Yes,71,Yes,Yes,DSL,No,Yes,Two year,No,59.7,No
No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.8,Yes
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,117.6,No
No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.1,No
No,50,Yes,Yes,Fiber optic,No,Yes,One year,No,108.55,Yes
No,1,No,No,DSL,No,No,Month-to-month,No,45.15,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.5,Yes
No,54,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,109.55,No
No,9,No,No,DSL,No,No,Month-to-month,Yes,45.4,Yes
Yes,5,No,No,DSL,No,No,Month-to-month,No,46.0,Yes
Yes,12,No,No,DSL,No,Yes,One year,No,30.25,No
No,72,No,Yes,Fiber optic,Yes,No,One year,Yes,104.95,No
No,61,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.2,No
No,18,No,No,Fiber optic,No,Yes,Month-to-month,Yes,90.1,Yes
Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,No
No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,No
No,64,Yes,No,DSL,Yes,Yes,Two year,Yes,85.0,No
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,79.3,Yes
No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No
No,28,No,No,DSL,Yes,No,Month-to-month,Yes,59.55,No
No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,73.15,No
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.65,No
No,71,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,99.0,No
Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.55,No
No,18,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,103.6,No
No,63,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,109.4,No
Yes,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,No
No,31,No,No,Fiber optic,No,No,Month-to-month,Yes,84.85,No
Yes,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,55.1,Yes
Yes,66,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.35,No
No,43,No,No,Fiber optic,Yes,Yes,One year,Yes,107.55,Yes
No,14,Yes,Yes,Fiber optic,No,Yes,One year,No,105.95,Yes
No,65,No,No,Fiber optic,No,No,One year,Yes,70.95,No
Yes,3,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.4,No
No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,75.0,Yes
No,32,Yes,No,Fiber optic,Yes,Yes,One year,Yes,109.55,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.55,No
No,62,No,Yes,Fiber optic,Yes,Yes,One year,Yes,110.75,No
No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes
Yes,21,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.05,Yes
No,17,Yes,No,Fiber optic,No,No,Month-to-month,No,93.85,Yes
No,25,No,No,Fiber optic,No,No,Month-to-month,No,70.95,Yes
Yes,3,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,Yes
No,1,No,No,Fiber optic,No,No,Month-to-month,No,78.45,Yes
Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No
No,64,Yes,No,Fiber optic,Yes,No,Two year,Yes,94.6,No
No,18,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.95,No
Yes,69,Yes,No,Fiber optic,Yes,No,One year,No,84.45,No
No,4,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,60.4,Yes
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.45,Yes
No,72,No,Yes,DSL,Yes,Yes,Two year,Yes,85.15,No
No,43,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.3,No
No,64,No,No,Fiber optic,Yes,Yes,One year,No,102.1,No
No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
No,4,No,No,Fiber optic,Yes,No,Month-to-month,No,86.05,No
No,47,No,Yes,DSL,No,No,Month-to-month,Yes,58.6,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,53.55,Yes
No,51,Yes,Yes,Fiber optic,Yes,No,One year,No,107.45,No
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,92.0,No
No,71,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,93.25,No
